Fri, 17 May 2019 22:42:27 utils.py[line:43] INFO class map loaded
Fri, 17 May 2019 22:42:27 utils.py[line:59] INFO bad nodes removed
Fri, 17 May 2019 22:42:28 utils.py[line:78] INFO Normalized
Fri, 17 May 2019 22:42:37 utils.py[line:93] INFO data all loaded
Fri, 17 May 2019 22:42:37 unsupervised_train.py[line:439] INFO start training
Fri, 17 May 2019 22:42:37 unsupervised_train.py[line:188] INFO edge minibatch
Fri, 17 May 2019 22:42:51 deprecation.py[line:323] WARNING From /Users/apple/Documents/P1_Decentralized_Multitask/Leaf_New_2.0/venv/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
Fri, 17 May 2019 22:42:51 unsupervised_train.py[line:198] INFO choose model
Fri, 17 May 2019 22:42:51 deprecation.py[line:506] WARNING From /Users/apple/Documents/P4_Graph/merge_sourcecode/bipartite-graph-learning/GraphSage/graphsage/aggregators.py:46: calling dropout (from tensorflow.python.ops.nn_ops) with keep_prob is deprecated and will be removed in a future version.
Instructions for updating:
Please use `rate` instead of `keep_prob`. Rate should be set to `rate = 1 - keep_prob`.
Fri, 17 May 2019 22:57:08 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1310, max_total_steps: 100000000
Fri, 17 May 2019 22:57:15 unsupervised_train.py[line:352] INFO Iter: 1320, train_loss=14.918712, train_mrr=0.175238, train_mrr_ema=0.178921, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648998
Fri, 17 May 2019 22:57:15 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1320, max_total_steps: 100000000
Fri, 17 May 2019 22:57:21 unsupervised_train.py[line:352] INFO Iter: 1330, train_loss=14.952976, train_mrr=0.177289, train_mrr_ema=0.178700, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.649017
Fri, 17 May 2019 22:57:21 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1330, max_total_steps: 100000000
Fri, 17 May 2019 22:57:27 unsupervised_train.py[line:352] INFO Iter: 1340, train_loss=14.920089, train_mrr=0.178964, train_mrr_ema=0.178828, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648426
Fri, 17 May 2019 22:57:27 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1340, max_total_steps: 100000000
Fri, 17 May 2019 22:57:33 unsupervised_train.py[line:352] INFO Iter: 1350, train_loss=14.914205, train_mrr=0.172526, train_mrr_ema=0.178731, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648033
Fri, 17 May 2019 22:57:33 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1350, max_total_steps: 100000000
Fri, 17 May 2019 22:57:40 unsupervised_train.py[line:352] INFO Iter: 1360, train_loss=14.963254, train_mrr=0.185530, train_mrr_ema=0.179007, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648581
Fri, 17 May 2019 22:57:40 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1360, max_total_steps: 100000000
Fri, 17 May 2019 22:57:48 unsupervised_train.py[line:352] INFO Iter: 1370, train_loss=14.939485, train_mrr=0.201711, train_mrr_ema=0.179913, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.649439
Fri, 17 May 2019 22:57:48 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1370, max_total_steps: 100000000
Fri, 17 May 2019 22:57:55 unsupervised_train.py[line:352] INFO Iter: 1380, train_loss=14.932859, train_mrr=0.191503, train_mrr_ema=0.179669, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.649639
Fri, 17 May 2019 22:57:55 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1380, max_total_steps: 100000000
Fri, 17 May 2019 22:58:01 unsupervised_train.py[line:352] INFO Iter: 1390, train_loss=14.914596, train_mrr=0.172397, train_mrr_ema=0.179425, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.649411
Fri, 17 May 2019 22:58:01 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1390, max_total_steps: 100000000
Fri, 17 May 2019 22:58:07 unsupervised_train.py[line:352] INFO Iter: 1400, train_loss=14.927950, train_mrr=0.196041, train_mrr_ema=0.179670, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648975
Fri, 17 May 2019 22:58:07 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1400, max_total_steps: 100000000
Fri, 17 May 2019 22:58:13 unsupervised_train.py[line:352] INFO Iter: 1410, train_loss=14.944491, train_mrr=0.183362, train_mrr_ema=0.180053, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648731
Fri, 17 May 2019 22:58:13 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1410, max_total_steps: 100000000
Fri, 17 May 2019 22:58:19 unsupervised_train.py[line:352] INFO Iter: 1420, train_loss=14.958884, train_mrr=0.178840, train_mrr_ema=0.179955, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648318
Fri, 17 May 2019 22:58:19 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1420, max_total_steps: 100000000
Fri, 17 May 2019 22:58:25 unsupervised_train.py[line:352] INFO Iter: 1430, train_loss=14.947665, train_mrr=0.168631, train_mrr_ema=0.179841, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648086
Fri, 17 May 2019 22:58:25 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1430, max_total_steps: 100000000
Fri, 17 May 2019 22:58:32 unsupervised_train.py[line:352] INFO Iter: 1440, train_loss=14.956141, train_mrr=0.170694, train_mrr_ema=0.180389, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.648219
Fri, 17 May 2019 22:58:32 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1440, max_total_steps: 100000000
Fri, 17 May 2019 22:58:38 unsupervised_train.py[line:352] INFO Iter: 1450, train_loss=14.867314, train_mrr=0.186319, train_mrr_ema=0.180668, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647850
Fri, 17 May 2019 22:58:38 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1450, max_total_steps: 100000000
Fri, 17 May 2019 22:58:43 unsupervised_train.py[line:352] INFO Iter: 1460, train_loss=15.005151, train_mrr=0.182738, train_mrr_ema=0.180571, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647364
Fri, 17 May 2019 22:58:43 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1460, max_total_steps: 100000000
Fri, 17 May 2019 22:58:50 unsupervised_train.py[line:352] INFO Iter: 1470, train_loss=14.999700, train_mrr=0.171023, train_mrr_ema=0.180227, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647171
Fri, 17 May 2019 22:58:50 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1470, max_total_steps: 100000000
Fri, 17 May 2019 22:58:56 unsupervised_train.py[line:352] INFO Iter: 1480, train_loss=14.934435, train_mrr=0.186586, train_mrr_ema=0.179474, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647340
Fri, 17 May 2019 22:58:56 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1480, max_total_steps: 100000000
Fri, 17 May 2019 22:59:03 unsupervised_train.py[line:352] INFO Iter: 1490, train_loss=14.909659, train_mrr=0.175791, train_mrr_ema=0.179569, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647736
Fri, 17 May 2019 22:59:03 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1490, max_total_steps: 100000000
Fri, 17 May 2019 22:59:09 unsupervised_train.py[line:352] INFO Iter: 1500, train_loss=14.922388, train_mrr=0.194062, train_mrr_ema=0.179815, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647378
Fri, 17 May 2019 22:59:09 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1500, max_total_steps: 100000000
Fri, 17 May 2019 22:59:17 unsupervised_train.py[line:352] INFO Iter: 1510, train_loss=14.864714, train_mrr=0.204903, train_mrr_ema=0.179934, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647884
Fri, 17 May 2019 22:59:17 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1510, max_total_steps: 100000000
Fri, 17 May 2019 22:59:23 unsupervised_train.py[line:352] INFO Iter: 1520, train_loss=14.958678, train_mrr=0.168531, train_mrr_ema=0.179887, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647754
Fri, 17 May 2019 22:59:23 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1520, max_total_steps: 100000000
Fri, 17 May 2019 22:59:29 unsupervised_train.py[line:352] INFO Iter: 1530, train_loss=14.922348, train_mrr=0.184431, train_mrr_ema=0.179424, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647281
Fri, 17 May 2019 22:59:29 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1530, max_total_steps: 100000000
Fri, 17 May 2019 22:59:35 unsupervised_train.py[line:352] INFO Iter: 1540, train_loss=14.937236, train_mrr=0.167422, train_mrr_ema=0.178715, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.647105
Fri, 17 May 2019 22:59:35 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1540, max_total_steps: 100000000
Fri, 17 May 2019 22:59:41 unsupervised_train.py[line:352] INFO Iter: 1550, train_loss=14.955551, train_mrr=0.169486, train_mrr_ema=0.179009, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646828
Fri, 17 May 2019 22:59:41 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1550, max_total_steps: 100000000
Fri, 17 May 2019 22:59:47 unsupervised_train.py[line:352] INFO Iter: 1560, train_loss=14.925245, train_mrr=0.170997, train_mrr_ema=0.178321, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646421
Fri, 17 May 2019 22:59:47 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1560, max_total_steps: 100000000
Fri, 17 May 2019 22:59:53 unsupervised_train.py[line:352] INFO Iter: 1570, train_loss=14.929092, train_mrr=0.164439, train_mrr_ema=0.178187, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646075
Fri, 17 May 2019 22:59:53 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1570, max_total_steps: 100000000
Fri, 17 May 2019 22:59:59 unsupervised_train.py[line:352] INFO Iter: 1580, train_loss=14.886309, train_mrr=0.195642, train_mrr_ema=0.178275, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.645965
Fri, 17 May 2019 22:59:59 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1580, max_total_steps: 100000000
Fri, 17 May 2019 23:00:06 unsupervised_train.py[line:352] INFO Iter: 1590, train_loss=14.887735, train_mrr=0.193369, train_mrr_ema=0.178103, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646056
Fri, 17 May 2019 23:00:06 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1590, max_total_steps: 100000000
Fri, 17 May 2019 23:00:12 unsupervised_train.py[line:352] INFO Iter: 1600, train_loss=14.965850, train_mrr=0.196575, train_mrr_ema=0.178132, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.645934
Fri, 17 May 2019 23:00:12 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1600, max_total_steps: 100000000
Fri, 17 May 2019 23:00:18 unsupervised_train.py[line:352] INFO Iter: 1610, train_loss=14.936186, train_mrr=0.178996, train_mrr_ema=0.177903, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.645672
Fri, 17 May 2019 23:00:18 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1610, max_total_steps: 100000000
Fri, 17 May 2019 23:00:24 unsupervised_train.py[line:352] INFO Iter: 1620, train_loss=14.933313, train_mrr=0.182917, train_mrr_ema=0.178111, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.645517
Fri, 17 May 2019 23:00:24 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1620, max_total_steps: 100000000
Fri, 17 May 2019 23:00:31 unsupervised_train.py[line:352] INFO Iter: 1630, train_loss=14.946668, train_mrr=0.163870, train_mrr_ema=0.178028, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.645554
Fri, 17 May 2019 23:00:31 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1630, max_total_steps: 100000000
Fri, 17 May 2019 23:00:38 unsupervised_train.py[line:352] INFO Iter: 1640, train_loss=14.988402, train_mrr=0.178019, train_mrr_ema=0.178659, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646018
Fri, 17 May 2019 23:00:38 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1640, max_total_steps: 100000000
Fri, 17 May 2019 23:00:45 unsupervised_train.py[line:352] INFO Iter: 1650, train_loss=14.908763, train_mrr=0.172006, train_mrr_ema=0.178173, val_loss=17.969807, val_mrr=0.172086, val_mrr_ema=0.172086, time=0.646178
Fri, 17 May 2019 23:00:45 unsupervised_train.py[line:354] INFO Epochs: 0000, Max epochs: 0001, total_steps: 1650, max_total_steps: 100000000
